"apt_nm","sgg_cd","umd_cd","land_cd","bonbun","bubun","road_nm","road_nm_sgg_cd","road_nm_cd","road_nm_seq","road_nmb_cd","road_nm_bonbun","road_nm_bubun","umd_nm","jibun","exclu_use_ar","deal_year","deal_month","deal_day","deal_amount","floor","build_year","apt_seq","cdeal_type","cdeal_day","dealing_gbn","estate_agent_sgg_nm","rgst_date","apt_dong","sler_gbn","buyer_gbn","land_leasehold_gbn"
금강엑슬루타워,"30230","11100","1","0770","0000",대덕대로,"30230","2010001","01","0","01555","00000",,"770","84.588","2024","12","19","30,000","29","2012","30230-1018", , ,중개거래,대전 대덕구, , ,,개인,N
다사랑,"30230","11200","1","0185","0002",대덕대로1470번길,"30230","4304049","01","0","00055","00000",,"185-2","49.86","2024","12","19","14,500","11","1993","30230-61", , ,중개거래,대전 대덕구,"24.12.24","104",,개인,N
둥지,"30230","11000","1","0018","0021",신상로,"30230","3000090","01","0","00021","00000",,"18-21","84.9","2024","12","13","22,000","16","1994","30230-46", , ,중개거래,대전 대덕구,"25.01.02","102",,개인,N
영진로얄,"30230","10800","1","0389","0000",아리랑로,"30230","3010029","02","0","00211","00000",,"389","84.88","2024","12","19","21,000","6","1990","30230-36", , ,중개거래,대전 대덕구, , ,,개인,N
둥지,"30230","11000","1","0018","0021",신상로,"30230","3000090","01","0","00021","00000",,"18-21","59.4","2024","12","5","17,500","15","1994","30230-46", , ,중개거래,대전 대덕구,"24.12.23","105",,개인,N
e편한세상대전법동,"30230","10800","1","0448","0000",중리북로,"30230","3168030","01","0","00046","00000",,"448","59.9747","2024","12","14","38,300","12","2020","30230-1075", , ,중개거래,"대전 대덕구, 대전 중구","25.01.02","105",,개인,N
보람,"30230","10800","1","0191","0001",동춘당로,"30230","3168007","02","0","00178","00000",,"191-1","83.25","2024","12","18","28,100","4","1995","30230-31", , ,중개거래,대전 대덕구, , ,,개인,N
평화로운,"30230","11200","1","0207","0025",대덕대로1520번길,"30230","4304054","01","0","00077","00000",,"207-25","59.9788","2024","12","16","17,300","3","2011","30230-1017", , ,중개거래,대전 대덕구, , ,,개인,N
금강로하스엘크루,"30230","11100","1","0771","0000",대덕대로,"30230","2010001","00",,"01587","00000",,"771","84.9618","2024","12","14","36,600","11","2017","30230-1060", , ,중개거래,대전 대덕구, , ,,개인,N
금성백조,"30230","10200","1","0016","0002",대화로,"30230","3168004","01","0","00019","00000",,"16-2","48.5475","2024","12","17","12,000","1","1985","30230-8", , ,중개거래,대전 대덕구, , ,,개인,N
연축주공,"30230","10400","1","0102","0000",신탄진로,"30230","3010031","02","0","00170","00000",,"102","47.1","2024","12","17","15,000","3","1987","30230-17", , ,직거래, ,"24.12.17","107",,개인,N
드림팰리스아파트,"30230","11000","1","0561","0003",비래서로10번길,"30230","4304239","00","0","00086","00000",,"561-3","72.541","2024","12","14","22,400","7","2017","30230-1057", , ,중개거래,대전 대덕구, , ,,개인,N
주공2,"30230","10800","1","0284","0001",계족로663번길,"30230","4304013","01","0","00029","00000",,"284-1","41.3","2024","12","14","11,650","7","1987","30230-39", , ,중개거래,대전 대덕구, , ,,개인,N
서오,"30230","10700","1","0554","0000",동춘당로23번길,"30230","4304205","01","0","00013","00000",,"554","62.9","2024","12","15","15,900","6","1991","30230-48", , ,중개거래,대전 대덕구, , ,,개인,N
주공2,"30230","10800","1","0284","0001",계족로663번길,"30230","4304013","01","0","00029","00000",,"284-1","61.52","2024","12","14","18,500","13","1987","30230-39", , ,중개거래,대전 대덕구, , ,,개인,N
금강센트럴파크서희스타힐스,"30230","11100","1","0787","0000",대덕대로1585번길,"30230","4857125","00","0","00044","00000",,"787","77.99","2024","12","14","34,000","19","2020","30230-1074", , ,중개거래,대전 대덕구, , ,,개인,N
금강로하스엘크루,"30230","11100","1","0771","0000",대덕대로,"30230","2010001","00",,"01587","00000",,"771","59.9486","2024","12","13","28,300","7","2017","30230-1060", , ,중개거래,대전 대덕구, , ,,개인,N
대전동일스위트리버스카이1단지,"30230","12600","1","0771","0000",대청로,"30230","3168003","00","0","00043","00000",,"771","68.0737","2024","12","4","34,700","8","2021","30230-1083", , ,중개거래,"대전 대덕구, 대전 서구", , ,,개인,N
삼익소월,"30230","10800","1","0190","0000",동춘당로,"30230","3168007","02","0","00160","00000",,"190","59.76","2024","12","7","17,700","10","1993","30230-32", , ,중개거래,대전 대덕구,"24.12.23","107",,개인,N
삼익소월,"30230","10800","1","0190","0000",동춘당로,"30230","3168007","02","0","00160","00000",,"190","59.76","2024","12","4","15,900","12","1993","30230-32", , ,중개거래,대전 대덕구,"24.12.26","106",,개인,N
선비마을아파트2단지,"30230","10700","1","0444","0000",동춘당로114번길,"30230","4304202","01","0","00047","00000",,"444","59.76","2024","12","9","23,000","5","1999","30230-25", , ,중개거래,대전 대덕구, , ,,개인,N
금강엑슬루타워,"30230","11100","1","0770","0000",대덕대로,"30230","2010001","01","0","01555","00000",,"770","141.366","2024","12","5","50,000","42","2012","30230-1018", , ,직거래, ,"24.12.13","106",,개인,N
영진로얄,"30230","10800","1","0389","0000",아리랑로,"30230","3010029","02","0","00211","00000",,"389","84.88","2024","12","11","21,450","15","1990","30230-36", , ,중개거래,대전 대덕구, , ,,개인,N
대전동일스위트리버스카이1단지,"30230","12600","1","0771","0000",대청로,"30230","3168003","00","0","00043","00000",,"771","68.0737","2024","12","7","36,400","9","2021","30230-1083", , ,중개거래,대전 대덕구, , ,,개인,N
선비마을3단지,"30230","10700","1","0461","0001",동춘당로114번길,"30230","4304202","01","0","00060","00000",,"461-1","84.9","2024","12","5","37,300","5","1999","30230-26", , ,중개거래,대전 대덕구, , ,,개인,N
선비마을1,"30230","10800","1","0440","0004",계족로690번길,"30230","4304015","01","0","00021","00000",,"440-4","59.87","2024","12","5","21,500","7","1999","30230-35", , ,중개거래,대전 대덕구,"25.01.08","110",,개인,N
선비마을3단지,"30230","10700","1","0461","0001",동춘당로114번길,"30230","4304202","01","0","00060","00000",,"461-1","59.94","2024","12","3","26,800","13","1999","30230-26", , ,중개거래,대전 대덕구,"24.12.26","316",,개인,N
대전동일스위트리버스카이1단지,"30230","12600","1","0771","0000",대청로,"30230","3168003","00","0","00043","00000",,"771","77.3134","2024","12","11","36,000","7","2021","30230-1083", , ,직거래, ,"24.12.11","112동",,개인,N
금강엑슬루타워,"30230","11100","1","0770","0000",대덕대로,"30230","2010001","01","0","01555","00000",,"770","118.307","2024","12","1","43,000","36","2012","30230-1018", , ,직거래, ,"24.12.11","106",,개인,N
금강엑슬루타워,"30230","11100","1","0770","0000",대덕대로,"30230","2010001","01","0","01555","00000",,"770","84.588","2024","12","7","33,300","34","2012","30230-1018", , ,중개거래,대전 대덕구, , ,,개인,N
평화로운,"30230","11200","1","0207","0025",대덕대로1520번길,"30230","4304054","01","0","00077","00000",,"207-25","59.9788","2024","12","3","17,800","4","2011","30230-1017",O,"24.12.24",직거래, , , ,,개인,N
소라,"30230","10200","1","0030","0001",동심1길,"30230","4304193","02","0","00103","00000",,"30-1","60.855","2024","12","9","10,500","3","1990","30230-11", , ,중개거래,대전 서구,"24.12.11","2",,개인,N
현대,"30230","10300","1","0054","0000",계족로761번길,"30230","4304018","01","0","00024","00000",,"54","84.96","2024","12","4","21,000","5","1991","30230-16", , ,중개거래,대전 대덕구, , ,,개인,N
대전동일스위트리버스카이1단지,"30230","12600","1","0771","0000",대청로,"30230","3168003","00","0","00043","00000",,"771","77.3134","2024","12","9","38,800","29","2021","30230-1083", , ,중개거래,대전 대덕구, , ,,개인,N
금강엑슬루타워,"30230","11100","1","0770","0000",대덕대로,"30230","2010001","01","0","01555","00000",,"770","84.956","2024","12","4","30,000","10","2012","30230-1018", , ,직거래, ,"24.12.09","111",,개인,N
평화로운,"30230","11200","1","0207","0025",대덕대로1520번길,"30230","4304054","01","0","00077","00000",,"207-25","59.9788","2024","12","4","17,000","12","2011","30230-1017", , ,중개거래,대전 대덕구, , ,,개인,N
금강센트럴파크서희스타힐스,"30230","11100","1","0787","0000",대덕대로1585번길,"30230","4857125","00","0","00044","00000",,"787","59.9983","2024","12","9","29,500","19","2020","30230-1074", , ,중개거래,대전 대덕구, , ,,개인,N
비래휴플러스,"30230","11000","1","0509","0001",비래서로10번길,"30230","4304239","01","0","00021","00000",,"509-1","84.9097","2024","12","7","36,000","11","2006","30230-998", , ,중개거래,대전 대덕구, , ,,개인,N
두레,"30230","10200","1","0031","0036",대화1길,"30230","4304117","02","0","00077","00000",,"31-36","32.3658","2024","12","4","7,000","5","2001","30230-85", , ,중개거래,대전 대덕구, , ,,개인,N
선비마을3단지,"30230","10700","1","0461","0001",동춘당로114번길,"30230","4304202","01","0","00060","00000",,"461-1","84.9","2024","12","3","34,500","10","1999","30230-26", , ,직거래, , , ,,개인,N
두레,"30230","10200","1","0031","0036",대화1길,"30230","4304117","02","0","00077","00000",,"31-36","32.3658","2024","12","4","7,000","6","2001","30230-85", , ,중개거래,대전 대덕구,"24.12.12", ,,개인,N
선비마을4단지,"30230","10700","1","0462","0000",계족산로,"30230","3168001","01","0","00135","00000",,"462","59.61","2024","12","5","23,950","10","1999","30230-27", , ,중개거래,대전 대덕구, , ,,개인,N
선비마을3단지,"30230","10700","1","0461","0001",동춘당로114번길,"30230","4304202","01","0","00060","00000",,"461-1","59.82","2024","12","5","23,300","18","1999","30230-26",O,"24.12.05",중개거래,대전 대덕구, , ,,개인,N
선비마을3단지,"30230","10700","1","0461","0001",동춘당로114번길,"30230","4304202","01","0","00060","00000",,"461-1","59.82","2024","12","5","23,300","18","1999","30230-26", , ,중개거래,대전 대덕구, , ,,개인,N
금강엑슬루타워,"30230","11100","1","0770","0000",대덕대로,"30230","2010001","01","0","01555","00000",,"770","118.307","2024","12","4","41,500","39","2012","30230-1018", , ,중개거래,대전 대덕구, , ,,개인,N
현대,"30230","10600","1","0111","0000",신탄진로218번길,"30230","4304332","01","0","00062","00000",,"111","59.76","2024","12","4","12,000","4","1994","30230-21", , ,직거래, ,"24.12.04","107",,개인,N
두레마을,"30230","11200","1","0207","0045",대덕대로1520번길,"30230","4304054","01","0","00055","00000",,"207-45","59.9788","2024","12","3","16,000","5","2014","30230-1044", , ,중개거래,대전 대덕구, , ,,개인,N
보람,"30230","10800","1","0191","0001",동춘당로,"30230","3168007","02","0","00178","00000",,"191-1","83.25","2024","12","1","27,900","9","1995","30230-31", , ,중개거래,대전 대덕구,"25.01.03","114",,개인,N
금강센트럴파크서희스타힐스,"30230","11100","1","0787","0000",대덕대로1585번길,"30230","4857125","00","0","00044","00000",,"787","77.99","2024","12","1","33,900","14","2020","30230-1074", , ,중개거래,대전 대덕구, , ,,개인,N
중촌역푸르지오센터파크,"30140","10400","1","0472","0000",대전천서로,"30140","3165007","00",,"00709","00000",,"472","84.7919","2024","12","25","48,000","25","2022","30140-1247", , ,중개거래,대전 중구, , ,,개인,N
한라무지개,"30140","11200","1","0160","0001",계룡로737번길,"30140","4295007","01","0","00027","00000",,"160-1","57.16","2024","12","16","14,700","2","1993","30140-33", , ,중개거래,대전 중구, , ,,개인,N
미르마을,"30140","11200","1","0039","0000",선화로22번길,"30140","4295458","02","0","00025","00000",,"39","84.98","2024","12","18","40,000","16","2005","30140-1003", , ,직거래, ,"25.01.08","111",,개인,N
삼부1,"30140","11400","1","0383","0001",태평로,"30140","3165041","01","0","00080","00000",,"383-1","57.61","2024","12","30","14,800","14","1978","30140-38", , ,중개거래,대전 중구, , ,,개인,N
우성,"30140","11700","1","0037","0001",당디로,"30140","3165005","02","0","00045","00000",,"37-1","54.52","2024","12","20","13,000","1","1989","30140-75", , ,중개거래,대전 중구, , ,,개인,N
센트럴파크3단지,"30140","11600","1","0001","0003",계백로1716번길,"30140","4295056","01","0","00087","00000",,"1-3","84.9944","2024","12","13","57,500","3","2007","30140-1029", , ,직거래, ,"25.01.07","304",,개인,N
선화동세울더레스트3차,"30140","10200","1","0147","0002",대종로,"30140","3010004","00","0","00587","00000",,"147-2","49.71","2024","12","24","20,000","10","2023","30140-1273", , ,직거래, ,"25.01.07", ,,개인,N
하우스토리1차,"30140","11600","1","0001","0135",계룡로,"30140","3010024","04","0","00923","00000",,"1-135","84.99","2024","12","14","31,500","7","2007","30140-1040", , ,중개거래,대전 중구, , ,,개인,N
우성,"30140","11700","1","0037","0001",당디로,"30140","3165005","02","0","00045","00000",,"37-1","54.52","2024","12","16","13,400","3","1989","30140-75", , ,중개거래,"대전 서구, 대전 중구", , ,,개인,N
쌍용예가,"30140","11400","1","0554","0000",평촌로,"30140","3010023","01","0","00093","00000",,"554","84.9326","2024","12","31","39,000","8","2008","30140-1052", , ,중개거래,대전 중구, , ,,개인,N
하늘(주공3),"30140","10400","1","0283","0000",목중로,"30140","3165009","02","0","00069","00000",,"283","49.21","2024","12","23","14,900","25","1998","30140-13", , ,중개거래,대전 중구, , ,,개인,N
성산마을우남스타원,"30140","11800","1","0487","0000",안영로,"30140","3165029","01","0","00068","00000",,"487","101.8585","2024","12","25","31,000","2","2006","30140-1011", , ,중개거래,대전 중구, , ,,개인,N
삼성,"30140","11300","1","0175","0001",계룡로,"30140","3010024","03","0","00852","00000",,"175-1","54.63","2024","12","21","29,000","9","1986","30140-35", , ,중개거래,대전 중구, , ,,개인,N
삼성,"30140","11300","1","0175","0001",계룡로,"30140","3010024","03","0","00852","00000",,"175-1","84.958","2024","12","23","39,500","6","1986","30140-35", , ,중개거래,대전 중구, , ,,개인,N
중촌역푸르지오센터파크,"30140","10400","1","0472","0000",대전천서로,"30140","3165007","00",,"00709","00000",,"472","84.7919","2024","12","30","42,000","5","2022","30140-1247", , ,중개거래,대전 서구, , ,,개인,N
주공3,"30140","11600","1","0757","0000",산성로,"30140","3165021","01","0","00108","00023",,"757","39.87","2024","12","21","10,100","10","1994","30140-65", , ,중개거래,대전 중구, , ,,개인,N
유등탑스빌,"30140","11500","1","0331","0010",유천로33번길,"30140","4295540","01","0","00106","00000",,"331-10","19.67","2024","12","30","4,000","11","2004","30140-94", , ,중개거래,대전 중구, , ,,개인,N
문화로얄,"30140","11600","1","0422","0003",서문로43번길,"30140","4295452","01","0","00039","00000",,"422-3","79.29","2024","12","30","16,000","6","1986","30140-60", , ,중개거래,대전 중구, , ,,개인,N
현대,"30140","10400","1","0016","0001",목중로26번길,"30140","4295279","01","0","00029","00000",,"16-1","84.94","2024","12","27","25,000","12","1987","30140-14", , ,중개거래,대전 중구, , ,,개인,N
올리브힐,"30140","10300","1","0362","0000",목동로,"30140","3165046","01","0","00070","00000",,"362","74.98","2024","12","21","35,500","3","2011","30140-1069", , ,중개거래,대전 중구, , ,,개인,N
목동더샵리슈빌,"30140","10300","1","0372","0000",선화서로,"30140","3165023","00",,"00115","00000",,"372","59.9909","2024","12","30","42,800","5","2022","30140-1252", , ,중개거래,"대전 서구, 대전 중구", , ,,개인,N
대전센트럴자이1단지,"30140","10500","1","0912","0000",충무로107번길,"30140","4295589","01","0","00100","00000",,"912","84.9976","2024","12","15","47,700","17","2013","30140-1132", , ,중개거래,대전 중구, , ,,개인,N
금호한사랑,"30140","10300","1","0111","0012",동서대로,"30140","2010003","02","0","01388","00000",,"111-12","59.76","2024","12","28","21,500","8","2001","30140-6", , ,중개거래,대전 중구, , ,,개인,N
선호,"30140","10200","1","0152","0001",대종로,"30140","3010004","02","0","00583","00000",,"152-1","35.0096","2024","12","21","8,100","12","2001","30140-82", , ,중개거래,대전 중구, , ,,개인,N
버드내1,"30140","11400","1","0422","0007",태평로,"30140","3165041","01","0","00015","00000",,"422-7","59.89","2024","12","30","21,000","3","2000","30140-36", , ,직거래, ,"24.12.30","102",,개인,N
금호한사랑,"30140","10300","1","0111","0012",동서대로,"30140","2010003","02","0","01388","00000",,"111-12","59.76","2024","12","27","21,000","5","2001","30140-6", , ,중개거래,대전 중구, , ,,법인,N
우성,"30140","11700","1","0037","0001",당디로,"30140","3165005","02","0","00045","00000",,"37-1","84.95","2024","12","24","22,500","9","1989","30140-75", , ,중개거래,대전 중구, , ,,개인,N
우성,"30140","11700","1","0037","0001",당디로,"30140","3165005","02","0","00045","00000",,"37-1","54.52","2024","12","24","13,800","8","1989","30140-75", , ,중개거래,대전 중구, , ,,개인,N
푸른뫼,"30140","11400","1","0254","0004",수침로,"30140","3165028","01","0","00122","00000",,"254-4","84.99","2024","12","27","26,700","16","1999","30140-49", , ,중개거래,대전 중구, , ,,개인,N
유천동나이스타운,"30140","11500","1","0304","0009",계백로1584번길,"30140","4295039","01",,"00018","00000",,"304-9","49.9834","2024","12","21","15,100","4","2015","30140-1155", , ,중개거래,대전 중구, , ,,개인,N
드림시티,"30140","10500","1","0437","0000",대흥로,"30140","3010006","01","0","00135","00000",,"437","15.3735","2024","12","13","4,150","9","2012","30140-1097", , ,중개거래,대전 중구,"24.12.27", ,,개인,N
드림시티,"30140","10500","1","0437","0000",대흥로,"30140","3010006","01","0","00135","00000",,"437","15.3735","2024","12","13","4,000","7","2012","30140-1097", , ,중개거래,대전 중구,"24.12.27", ,,개인,N
유등탑스빌,"30140","11500","1","0331","0010",유천로33번길,"30140","4295540","01","0","00106","00000",,"331-10","35.31","2024","12","3","6,300","10","2004","30140-94", , ,중개거래,대전 중구, , ,,법인,N
유등탑스빌,"30140","11500","1","0331","0010",유천로33번길,"30140","4295540","01","0","00106","00000",,"331-10","45.53","2024","12","19","9,300","6","2004","30140-94", , ,중개거래,대전 중구, , ,,개인,N
센트럴뷰,"30140","10200","1","0877","0000",중앙로,"30140","3164033","02","0","00045","00000",,"877","84.81","2024","12","6","43,000","24","2012","30140-1082", , ,중개거래,대전 중구, , ,,개인,N
유등탑스빌,"30140","11500","1","0331","0010",유천로33번길,"30140","4295540","01","0","00106","00000",,"331-10","35.31","2024","12","4","6,300","5","2004","30140-94", , ,중개거래,대전 중구, , ,,개인,N
센트럴뷰,"30140","10200","1","0877","0000",중앙로,"30140","3164033","02","0","00045","00000",,"877","59.97","2024","12","21","35,500","2","2012","30140-1082", , ,중개거래,대전 중구, , ,,개인,N
센트럴뷰,"30140","10200","1","0877","0000",중앙로,"30140","3164033","02","0","00045","00000",,"877","84.81","2024","12","7","46,000","14","2012","30140-1082", , ,중개거래,대전 중구, , ,,개인,N
선호,"30140","10200","1","0152","0001",대종로,"30140","3010004","02","0","00583","00000",,"152-1","35.0096","2024","12","23","7,800","10","2001","30140-82", , ,직거래, ,"24.12.26","101",,개인,N
한신휴플러스보르미1단지,"30140","11600","1","0311","0003",계백로1686번길,"30140","4295055","01","0","00016","00000",,"311-3","84.99","2024","12","26","37,500","20","2006","30140-1025", , ,중개거래,"대전 서구, 대전 중구", , ,,개인,N
동원가든,"30140","11800","1","0431","0001",대둔산로326번길,"30140","4295090","00","0","00020","00000",,"431-1","54.165","2024","12","16","8,500","2","1992","30140-78", , ,중개거래,대전 중구, , ,,개인,N
목동더샵리슈빌,"30140","10300","1","0372","0000",선화서로,"30140","3165023","00",,"00115","00000",,"372","84.9816","2024","12","24","61,000","4","2022","30140-1252", , ,중개거래,대전 중구, , ,,개인,N
삼성,"30140","11300","1","0175","0001",계룡로,"30140","3010024","03","0","00852","00000",,"175-1","84.78","2024","12","14","41,000","15","1986","30140-35", , ,중개거래,대전 중구, , ,,개인,N
쌍용예가,"30140","11400","1","0554","0000",평촌로,"30140","3010023","01","0","00093","00000",,"554","84.9112","2024","12","20","46,000","14","2008","30140-1052", , ,직거래, ,"24.12.24","107",,개인,N
유등탑스빌,"30140","11500","1","0331","0010",유천로33번길,"30140","4295540","01","0","00106","00000",,"331-10","35.31","2024","12","3","6,500","5","2004","30140-94", , ,중개거래,대전 중구, , ,,개인,N
유등탑스빌,"30140","11500","1","0331","0010",유천로33번길,"30140","4295540","01","0","00106","00000",,"331-10","45.53","2024","12","9","10,000","9","2004","30140-94", , ,중개거래,대전 중구, , ,,개인,N
한밭가든,"30140","11700","1","0078","0005",보문산로,"30140","3010022","03","0","00031","00000",,"78-5","84.88","2024","12","4","27,000","12","1991","30140-77", , ,직거래, ,"24.12.24","106",,개인,N
대전센트럴자이2단지,"30140","10500","1","0913","0000",충무로107번길,"30140","4295589","01","0","00100","00000",,"913","39.3305","2024","12","19","19,500","5","2013","30140-1134", , ,중개거래,대전 중구, , ,,개인,N
버드내1,"30140","11400","1","0422","0007",태평로,"30140","3165041","01","0","00015","00000",,"422-7","84.93","2024","12","17","32,750","19","2000","30140-36", , ,중개거래,대전 중구, , ,,개인,N
대전센트럴자이1단지,"30140","10500","1","0912","0000",충무로107번길,"30140","4295589","01","0","00100","00000",,"912","84.9976","2024","12","15","42,500","2","2013","30140-1132", , ,중개거래,대전 중구, , ,,개인,N
목동더샵리슈빌,"30140","10300","1","0372","0000",선화서로,"30140","3165023","00",,"00115","00000",,"372","84.9918","2024","12","12","65,300","12","2022","30140-1252", , ,중개거래,대전 중구, , ,,개인,N
선호,"30140","10200","1","0152","0001",대종로,"30140","3010004","02","0","00583","00000",,"152-1","35.0096","2024","12","21","8,000","15","2001","30140-82", , ,중개거래,대전 중구, , ,,개인,N
주공2,"30140","11600","1","0775","0000",산성로,"30140","3165021","01","0","00108","00024",,"775","49.77","2024","12","23","12,000","14","1994","30140-64", , ,중개거래,대전 중구, , ,,개인,N
현대,"30140","10400","1","0016","0001",목중로26번길,"30140","4295279","01","0","00029","00000",,"16-1","80.08","2024","12","18","22,500","5","1987","30140-14", , ,중개거래,대전 중구, , ,,개인,N
금호아파트,"30140","10400","1","0010","0002",대종로,"30140","3010004","03","0","00713","00000",,"10-2","36.18","2024","12","23","9,000","5","1989","30140-10", , ,직거래, ,"24.12.23","6",,개인,N
올리브힐,"30140","10300","1","0362","0000",목동로,"30140","3165046","01","0","00070","00000",,"362","84.88","2024","12","23","40,000","5","2011","30140-1069", , ,직거래, ,"24.12.24","106",,개인,N
미르마을,"30140","11200","1","0039","0000",선화로22번길,"30140","4295458","02","0","00025","00000",,"39","76.77","2024","12","2","38,000","15","2005","30140-1003", , ,중개거래,대전 중구, , ,,개인,N
버드내1,"30140","11400","1","0422","0007",태평로,"30140","3165041","01","0","00015","00000",,"422-7","59.89","2024","12","11","27,400","10","2000","30140-36", , ,중개거래,대전 중구, , ,,개인,N
푸른뫼,"30140","11400","1","0254","0004",수침로,"30140","3165028","01","0","00122","00000",,"254-4","84.99","2024","12","6","31,000","21","1999","30140-49", , ,중개거래,대전 중구, , ,,개인,N
공원,"30140","11700","1","0330","0002",보문산로141번길,"30140","4295388","02","0","00011","00000",,"330-2","84.99","2024","12","19","15,000","5","1997","30140-71", , ,중개거래,대전 대덕구,"24.12.24","102",,개인,N
하늘(주공3),"30140","10400","1","0283","0000",목중로,"30140","3165009","02","0","00069","00000",,"283","84.4","2024","12","21","28,000","9","1998","30140-13", , ,중개거래,대전 중구, , ,,개인,N
쌍용예가,"30140","11400","1","0554","0000",평촌로,"30140","3010023","01","0","00093","00000",,"554","84.9048","2024","12","11","48,000","17","2008","30140-1052", , ,중개거래,대전 중구, , ,,개인,N
계룡,"30140","11600","1","0418","0001",천근로69번길,"30140","4295585","01","0","00114","00000",,"418-1","83.25","2024","12","17","17,000","12","1992","30140-57", , ,중개거래,"대전 서구, 대전 중구", , ,,개인,N
큰솔6차101동,"30140","11500","1","0335","0012",대둔산로,"30140","3000093","01","0","00512","00000",,"335-12","54.8822","2024","12","19","12,300","7","2004","30140-95", , ,중개거래,대전 중구,"24.12.20", ,,개인,N
성산마을우남스타원,"30140","11800","1","0487","0000",안영로,"30140","3165029","01","0","00068","00000",,"487","84.9591","2024","12","11","30,000","12","2006","30140-1011", , ,직거래, ,"24.12.19","102",,개인,N
파라곤,"30140","11400","1","0389","0005",유등천동로,"30140","3165034","03","0","00428","00000",,"389-5","106.375","2024","12","16","50,000","11","2005","30140-126", , ,중개거래,대전 중구, , ,,개인,N
삼성,"30140","11300","1","0175","0001",계룡로,"30140","3010024","03","0","00852","00000",,"175-1","84.78","2024","12","13","38,700","14","1986","30140-35", , ,중개거래,대전 중구, , ,,개인,N
대전센트럴자이1단지,"30140","10500","1","0912","0000",충무로107번길,"30140","4295589","01","0","00100","00000",,"912","84.9976","2024","12","15","42,500","2","2013","30140-1132",O,"24.12.20",중개거래,대전 중구, , ,,개인,N
성산마을우남스타원,"30140","11800","1","0487","0000",안영로,"30140","3165029","01","0","00068","00000",,"487","84.9591","2024","12","11","26,500","3","2006","30140-1011", , ,중개거래,대전 중구, , ,,개인,N
대전센트럴자이2단지,"30140","10500","1","0913","0000",충무로107번길,"30140","4295589","01","0","00100","00000",,"913","72.9557","2024","12","7","39,500","7","2013","30140-1134", , ,중개거래,대전 중구, , ,,개인,N
대미리치빌,"30140","10500","1","0452","0022",대흥로111번길,"30140","4295200","01","0","00024","00000",,"452-22","76.824","2024","12","7","21,000","15","2007","30140-1036", , ,중개거래,대전 중구,"25.01.10", ,,개인,N
목동더샵리슈빌,"30140","10300","1","0372","0000",선화서로,"30140","3165023","00",,"00115","00000",,"372","84.9918","2024","12","17","60,000","8","2022","30140-1252", , ,중개거래,대전 중구, , ,,개인,N
스카이팰리스,"30140","11300","1","0073","0001",오류로,"30140","3165031","01","0","00031","00000",,"73-1","84.86","2024","12","9","38,000","38","2018","30140-1200", , ,중개거래,대전 중구,"24.12.27","101",,개인,N
큰솔6차101동,"30140","11500","1","0335","0012",대둔산로,"30140","3000093","01","0","00512","00000",,"335-12","76.1356","2024","12","1","14,360","15","2004","30140-95", , ,직거래, ,"24.12.17", ,,개인,N
파라곤,"30140","11400","1","0389","0005",유등천동로,"30140","3165034","03","0","00428","00000",,"389-5","130.55","2024","12","9","56,000","28","2005","30140-126", , ,중개거래,대전 중구,"25.01.07",(303동),,개인,N
유천현대아파트,"30140","11500","1","0010","0000",계백로1615번길,"30140","4295043","01","0","00034","00000",,"10","84.945","2024","12","11","28,000","6","1990","30140-56", , ,중개거래,대전 중구,"25.01.08","101",,개인,N
대전센트럴자이2단지,"30140","10500","1","0913","0000",충무로107번길,"30140","4295589","01","0","00100","00000",,"913","72.9557","2024","12","13","40,500","8","2013","30140-1134", , ,중개거래,대전 중구, , ,,개인,N
한밭우성,"30140","11600","1","0141","0000",서문로,"30140","3165022","01","0","00032","00000",,"141","59.9","2024","12","12","16,500","1","1995","30140-67", , ,중개거래,대전 중구,"24.12.19","113",,개인,N
센트럴뷰,"30140","10200","1","0877","0000",중앙로,"30140","3164033","02","0","00045","00000",,"877","59.97","2024","12","7","36,900","4","2012","30140-1082", , ,중개거래,"대전 유성구, 대전 중구", , ,,개인,N
큰솔6차101동,"30140","11500","1","0335","0012",대둔산로,"30140","3000093","01","0","00512","00000",,"335-12","54.8822","2024","12","16","11,400","15","2004","30140-95", , ,중개거래,대전 중구,"24.12.16", ,,개인,N
대전목동더샵,"30140","10300","1","0360","0000",목동로22번길,"30140","4295270","01","0","00016","00000",,"360","84.9641","2024","12","14","45,000","7","2010","30140-1060", , ,중개거래,대전 중구, , ,,개인,N
효성상아맨션,"30140","11600","1","0001","0046",계백로1686번길,"30140","4295055","01","0","00051","00000",,"1-46","84.1","2024","12","12","30,100","2","1984","30140-70", , ,직거래, ,"24.12.17","2",,개인,N
센트럴파크3단지,"30140","11600","1","0001","0003",계백로1716번길,"30140","4295056","01","0","00087","00000",,"1-3","84.9944","2024","12","14","56,500","4","2007","30140-1029", , ,중개거래,대전 중구, , ,,개인,N
금호한사랑,"30140","10300","1","0111","0012",동서대로,"30140","2010003","02","0","01388","00000",,"111-12","59.76","2024","12","13","22,500","3","2001","30140-6", , ,중개거래,대전 중구, , ,,개인,N
중촌역푸르지오센터파크,"30140","10400","1","0472","0000",대전천서로,"30140","3165007","00",,"00709","00000",,"472","84.8994","2024","12","14","49,000","14","2022","30140-1247", , ,중개거래,대전 중구, , ,,개인,N
