"apt_nm","sgg_cd","umd_cd","land_cd","bonbun","bubun","road_nm","road_nm_sgg_cd","road_nm_cd","road_nm_seq","road_nmb_cd","road_nm_bonbun","road_nm_bubun","umd_nm","jibun","exclu_use_ar","deal_year","deal_month","deal_day","deal_amount","floor","build_year","apt_seq","cdeal_type","cdeal_day","dealing_gbn","estate_agent_sgg_nm","rgst_date","apt_dong","sler_gbn","buyer_gbn","land_leasehold_gbn"
대우푸르지오,"30200","14600","1","0665","0000",배울1로,"30200","3167028","03","0","00013","00000",,"665","84.9993","2024","11","14","39,000","17","2006","30200-489",O,"24.12.09",중개거래,대전 유성구, , ,,개인,N
노블레스타워,"30200","11100","1","0536","0010",대학로,"30200","3167083","01","0","00034","00000",,"536-10","103.77","2024","11","19","34,500","6","2006","30200-497", , ,중개거래,대전 유성구,"24.12.27", ,,개인,N
반석마을5단지(금성백조예미지),"30200","13900","1","0622","0000",반석동로,"30200","3167025","01","0","00033","00000",,"622","132.0577","2024","11","14","80,000","23","2005","30200-465", , ,중개거래,대전 유성구, , ,,개인,N
앤터팰리스1차,"30200","11100","1","0607","0004",대학로,"30200","3167083","00",,"00039","00010",,"607-4","25.3661","2024","11","20","10,800","11","2019","30200-703", , ,중개거래,대전 유성구,"24.12.17", ,,개인,N
도룡에스케이뷰,"30200","12700","1","0391","0000",가정로,"30200","3167001","03","0","00306","00006",,"391","59.9964","2024","11","17","73,000","9","2018","30200-700", , ,중개거래,대전 유성구, , ,,개인,N
나래,"30200","14100","1","0462","0004",엑스포로,"30200","3167043","03","0","00501","00000",,"462-4","84.87","2024","11","28","29,300","3","1994","30200-18", , ,중개거래,대전 유성구, , ,,개인,N
세종,"30200","14100","1","0462","0005",유성대로,"30200","2167001","18","0","01741","00000",,"462-5","75.29","2024","11","18","23,800","11","1994","30200-20", , ,중개거래,대전 유성구, , ,,공공기관,N
신우한아름,"30200","10100","1","0357","0000",진잠로42번길,"30200","4301423","01","0","00030","00000",,"357","60","2024","11","18","17,500","13","1998","30200-41", , ,중개거래,대전 유성구, , ,,개인,N
세종,"30200","14100","1","0462","0005",유성대로,"30200","2167001","18","0","01741","00000",,"462-5","84.83","2024","11","19","27,000","12","1994","30200-20", , ,중개거래,대전 유성구, , ,,개인,N
스마트시티2단지,"30200","12700","1","0004","0006",엑스포로123번길,"30200","4301268","01","0","00065","00038",,"4-6","171.6463","2024","11","27","210,000","6","2008","30200-550", , ,중개거래,대전 유성구, , ,,개인,N
열매마을7단지(현대1차),"30200","12000","1","0919","0000",은구비남로,"30200","3167057","02","0","00055","00000",,"919","84.934","2024","11","30","50,500","10","2000","30200-14", , ,중개거래,대전 유성구, , ,,개인,N
청솔태영,"30200","14700","1","0008","0002",송강로42번길,"30200","4301224","01","0","00061","00000",,"8-2","59.2925","2024","11","21","16,200","13","1995","30200-50", , ,중개거래,"대전 대덕구, 대전 유성구","24.12.18","309",,개인,N
한솔아파트,"30200","14700","1","0200","0001",송강로,"30200","3167036","01","0","00015","00000",,"200-1","58.74","2024","11","30","12,700","2","1995","30200-34", , ,중개거래,대전 유성구, , ,,개인,N
유성숲오투그란데3차,"30200","11300","1","0614","0000",학하중앙로,"30200","3342041","00","0","00060","00000",,"614","69.6035","2024","11","30","40,000","28","2019","30200-705", , ,중개거래,대전 유성구, , ,,개인,N
세종,"30200","14100","1","0462","0005",유성대로,"30200","2167001","18","0","01741","00000",,"462-5","104.67","2024","11","29","34,500","13","1994","30200-20", , ,중개거래,대전 유성구,"25.01.06","102",,개인,N
트리풀시티(5단지),"30200","11500","1","0464","0000",상대로,"30200","3342029","01","0","00016","00000",,"464","84.89","2024","11","29","59,000","2","2014","30200-631", , ,중개거래,대전 유성구, , ,,개인,N
하늘바람휴먼시아,"30200","14500","1","0295","0000",와룡로136번길,"30200","4301289","01","0","00015","00000",,"295","84.81","2024","11","23","30,000","20","2009","30200-553", , ,중개거래,대전 유성구, , ,,개인,N
한빛,"30200","12300","1","0099","0000",어은로,"30200","3167042","01","0","00057","00000",,"99","84.93","2024","11","28","35,500","2","1992","30200-52", , ,중개거래,대전 유성구, , ,,개인,N
하늘바람휴먼시아,"30200","14500","1","0295","0000",와룡로136번길,"30200","4301289","01","0","00015","00000",,"295","84.91","2024","11","28","30,600","18","2009","30200-553", , ,중개거래,대전 유성구,"24.12.12","103",,개인,N
베르디움,"30200","11100","1","1021","0000",도안동로,"30200","3166054","01","0","00523","00000",,"1021","84.9572","2024","11","27","75,000","2","2014","30200-617", , ,직거래, ,"24.12.04","204",,개인,N
베르디움,"30200","11100","1","1021","0000",도안동로,"30200","3166054","01","0","00523","00000",,"1021","84.9331","2024","11","30","81,000","12","2014","30200-617", , ,중개거래,대전 유성구, , ,,개인,N
드리움1단지,"30200","10300","1","0316","0001",대정로28번길,"30200","4301126","01","0","00050","00000",,"316-1","59.73","2024","11","18","19,000","4","2004","30200-54", , ,중개거래,대전 유성구, , ,,개인,N
송강그린,"30200","14700","1","0199","0000",구즉로,"30200","3167012","02","0","00025","00000",,"199","59.914","2024","11","12","17,800","1","1996","30200-30", , ,중개거래,"대전 유성구, 인천 미추홀구", , ,,개인,N
대전아이파크시티1단지,"30200","11500","1","0571","0000",상대복용로29번길,"30200","4860038","01",,"00052","00000",,"571","84.8218","2024","11","12","66,000","9","2021","30200-726", , ,중개거래,대전 유성구, , ,,개인,N
가나파로스빌1차,"30200","12000","1","0898","0001",은구비로,"30200","3167058","02","0","00018","00000",,"898-1","54.14","2024","11","30","18,000","13","2004","30200-63", , ,중개거래,대전 유성구, , ,,개인,N
유성세움펠리피아주상복합,"30200","11100","1","0466","0002",계룡로52번길,"30200","4301020","01","0","00011","00000",,"466-2","54.6547","2024","11","19","20,300","6","2014","30200-638", , ,중개거래,대전 유성구, , ,,개인,N
노은해랑숲마을5단지,"30200","12000","1","1033","0000",지족로,"30200","3167064","01","0","00240","00000",,"1033","74.93","2024","11","30","32,000","2","2014","30200-628",O,"25.01.09",중개거래,대전 유성구, , ,,개인,N
송림마을6단지(금실풍요로운),"30200","13200","1","0546","0000",노은로426번길,"30200","4301078","01","0","00015","00000",,"546","123.72","2024","11","5","55,000","5","2006","30200-499", , ,직거래, ,"24.12.16","602",,개인,N
죽동금성백조예미지,"30200","12100","1","0688","0000",죽동로,"30200","3350374","01","0","00321","00000",,"688","84.9553","2024","11","9","67,500","21","2016","30200-672", , ,중개거래,대전 유성구, , ,,개인,N
반석더샵,"30200","13900","1","0711","0000",반석로,"30200","3167026","00","0","00080","00000",,"711","84.9777","2024","11","27","57,000","5","2020","30200-716", , ,중개거래,대전 유성구, , ,,개인,N
대전둔곡우미린,"30200","15200","1","0431","0000",과학성장로,"30200","3352615","00","0","00080","00000",,"431","68.5227","2024","11","30","38,000","21","2022","30200-739", , ,중개거래,대전 유성구, , ,,개인,N
양우내안애레이크힐,"30200","11400","1","0485","0000",도안동로,"30200","3166054","02","0","00446","00000",,"485","70.8741","2024","11","14","53,000","7","2015","30200-663", , ,중개거래,대전 유성구, , ,,개인,N
양우내안애레이크힐,"30200","11400","1","0485","0000",도안동로,"30200","3166054","02","0","00446","00000",,"485","70.8741","2024","11","9","49,000","12","2015","30200-663", , ,중개거래,대전 유성구,"24.12.31","1909동",,개인,N
엑스포,"30200","14100","1","0464","0001",엑스포로,"30200","3167043","03","0","00448","00000",,"464-1","84.96","2024","11","30","36,000","8","1994","30200-21", , ,중개거래,대전 유성구, , ,,개인,N
쌍용스윗닷홈,"30200","14600","1","0666","0000",배울1로,"30200","3167028","03","0","00035","00000",,"666","84.97","2024","11","29","36,500","16","2006","30200-491", , ,중개거래,대전 유성구, , ,,개인,N
열매마을3단지(대우),"30200","12000","1","0874","0000",노은동로,"30200","3167014","02","0","00219","00000",,"874","84.3677","2024","11","7","38,500","1","2000","30200-10", , ,중개거래,대전 유성구, , ,,개인,N
도룡포레미소지움,"30200","12600","1","0277","0000",대덕대로541번길,"30200","4301106","00","0","00099","00000",,"277","61.9082","2024","11","16","58,500","4","2020","30200-719", , ,중개거래,대전 유성구, , ,,개인,N
노은해랑숲마을6단지,"30200","12000","1","1031","0000",지족동로,"30200","3167063","00",,"00123","00000",,"1031","84.95","2024","11","29","37,000","2","2014","30200-626", , ,중개거래,대전 유성구, , ,,개인,N
열매마을1단지(삼부),"30200","12000","1","0853","0000",노은서로,"30200","3167016","02","0","00222","00000",,"853","73.5482","2024","11","9","34,000","12","2001","30200-8", , ,중개거래,대전 유성구,"24.12.23","102",,개인,N
트리풀시티포레아파트,"30200","12000","1","1043","0000",지족로190번길,"30200","4301485","00","0","00036","00000",,"1043","84.1143","2024","11","29","50,800","10","2017","30200-686", , ,중개거래,대전 유성구, , ,,개인,N
"열매마을4단지(계룡,현대)","30200","12000","1","0858","0000",노은서로210번길,"30200","4301085","01","0","00032","00000",,"858","59.982","2024","11","2","33,500","14","2001","30200-11", , ,중개거래,대전 유성구,"25.01.08","406",,개인,N
열매마을1단지(삼부),"30200","12000","1","0853","0000",노은서로,"30200","3167016","02","0","00222","00000",,"853","84.831","2024","11","4","38,000","7","2001","30200-8", , ,중개거래,대전 유성구, , ,,개인,N
유성둔곡지구A1BL서한이다음,"30200","15200","1","0430","0000",과학성장로,"30200","3352615","00","0","00077","00000",,"430","59.6595","2024","11","29","29,900","18","2022","30200-741", , ,중개거래,대전 유성구, , ,,개인,N
한빛,"30200","12300","1","0099","0000",어은로,"30200","3167042","01","0","00057","00000",,"99","84.93","2024","11","29","39,700","12","1992","30200-52", , ,중개거래,대전 유성구, , ,,개인,N
유성둔곡지구A1BL서한이다음,"30200","15200","1","0430","0000",과학성장로,"30200","3352615","00","0","00077","00000",,"430","59.6595","2024","11","29","29,900","18","2022","30200-741",O,"24.11.29",중개거래,대전 유성구, , ,,개인,N
유성둔곡지구A2BL서한이다음,"30200","15200","1","0432","0000",과학성장로,"30200","3352615","00","0","00033","00000",,"432","84.9648","2024","11","28","46,800","11","2022","30200-742", , ,중개거래,"대전 유성구, 세종", , ,,개인,N
트리풀시티(5단지),"30200","11500","1","0464","0000",상대로,"30200","3342029","01","0","00016","00000",,"464","84.89","2024","11","28","60,000","22","2014","30200-631",O,"24.12.17",중개거래,대전 유성구, , ,,개인,N
노은에코힐,"30200","12000","1","1041","0000",지족로190번길,"30200","4301485","00","0","00039","00000",,"1041","74.94","2024","11","28","29,000","1","2015","30200-646", , ,중개거래,대전 유성구, , ,,개인,N
반석더샵,"30200","13900","1","0711","0000",반석로,"30200","3167026","00","0","00080","00000",,"711","73.9752","2024","11","28","50,000","11","2020","30200-716", , ,중개거래,대전 유성구, , ,,개인,N
대전아이파크시티2단지,"30200","11500","1","0580","0000",상대복용로29번길,"30200","4860038","01",,"00051","00000",,"580","145.4035","2024","11","22","172,500","25","2021","30200-727", , ,중개거래,대전 유성구, , ,,개인,N
양우내안애레이크힐,"30200","11400","1","0485","0000",도안동로,"30200","3166054","02","0","00446","00000",,"485","84.8419","2024","11","15","56,000","15","2015","30200-663", , ,중개거래,대전 유성구,"24.12.26","1903동",,개인,N
샘물타운,"30200","10100","1","0394","0000",원내로,"30200","3167055","01","0","00052","00000",,"394","99.39","2024","11","28","27,500","3","1996","30200-40", , ,중개거래,대전 유성구, , ,,개인,N
문지효성해링턴플레이스,"30200","14000","1","0657","0000",문지로,"30200","3167022","00","0","00300","00000",,"657","84.978","2024","11","2","65,000","10","2017","30200-683", , ,중개거래,대전 유성구, , ,,개인,N
노블레스투,"30200","11100","1","0692","0001",온천동로65번길,"30200","4301283","01","0","00039","00000",,"692-1","84.75","2024","11","1","22,000","9","2005","30200-472", , ,직거래, ,"25.01.07", ,,개인,N
경남아너스빌1차,"30200","12000","1","0840","0002",지족로364번길,"30200","4301408","01","0","00091","00000",,"840-2","101.285","2024","11","26","27,000","4","2005","30200-461", , ,중개거래,대전 유성구, , ,,개인,N
대덕테크노밸리2차푸르지오1단지,"30200","14400","1","0722","0000",배울2로,"30200","3167029","01","0","00134","00000",,"722","137.344","2024","11","27","80,000","1","2008","30200-547", , ,중개거래,대전 유성구, , ,,개인,N
열매마을7단지(현대1차),"30200","12000","1","0919","0000",은구비남로,"30200","3167057","02","0","00055","00000",,"919","77.046","2024","11","28","43,750","14","2000","30200-14", , ,중개거래,대전 유성구, , ,,개인,N
우림필유12단지,"30200","14400","1","0666","0000",배울1로,"30200","3167028","02","0","00119","00000",,"666","140.0425","2024","11","28","68,000","3","2007","30200-514", , ,중개거래,대전 유성구, , ,,개인,N
베르디움,"30200","11100","1","1021","0000",도안동로,"30200","3166054","01","0","00523","00000",,"1021","84.9823","2024","11","23","82,500","20","2014","30200-617", , ,중개거래,대전 유성구, , ,,개인,N
문지효성해링턴플레이스,"30200","14000","1","0657","0000",문지로,"30200","3167022","00","0","00300","00000",,"657","59.952","2024","11","1","43,000","5","2017","30200-683", , ,중개거래,대전 유성구, , ,,법인,N
반석더샵,"30200","13900","1","0711","0000",반석로,"30200","3167026","00","0","00080","00000",,"711","98.5312","2024","11","26","73,000","26","2020","30200-716", , ,중개거래,대전 유성구, , ,,개인,N
대전용산1BL호반써밋그랜드파크,"30200","14400","1","0733","0000",용성로,"30200","3353977","00","0","00020","00000",,"733","84.9769","2024","11","19","68,000","22","2023","30200-753", , ,중개거래,대전 유성구, , ,,개인,N
한화꿈에그린3차,"30200","14600","1","1280","0000",배울2로,"30200","3167029","02","0","00061","00000",,"1280","84.901","2024","11","16","58,500","12","2008","30200-540", , ,중개거래,대전 유성구,"25.01.06","1014",,개인,N
앤터팰리스1차,"30200","11100","1","0607","0004",대학로,"30200","3167083","00",,"00039","00010",,"607-4","25.3661","2024","11","27","11,200","16","2019","30200-703", , ,중개거래,대전 유성구,"24.12.16", ,,개인,N
트리풀시티(5단지),"30200","11500","1","0464","0000",상대로,"30200","3342029","01","0","00016","00000",,"464","84.89","2024","11","23","65,500","20","2014","30200-631", , ,중개거래,대전 유성구, , ,,개인,N
